gen_0_4;gen_1_0;gen_2_1;gen_5_2;gen_7_3
144.718322;49.25568239;91.40990616;28.99500403;0
124.8398516;48.32596747;92.00205889;28.44965054;0
120.0124535;46.88251206;88.77838433;27.59953445;0
119.6563444;45.29350171;77.61662154;26.66401242;0
119.3040488;44.08062147;72.85426411;25.95067016;0
112.6487802;43.89379345;70.59323639;25.84068333;0
110.3286439;45.3447512;63.09886387;26.6953919;0
111.8929951;47.16060937;54.26999295;27.76437038;0
110.6787295;48.43007977;53.69967584;28.51073835;0
108.6854403;49.14976111;51.28855241;28.93617206;0
112.2724769;48.74965487;50.70334412;28.7008273;0
110.7420881;48.94379491;50.87949954;28.81520192;0
105.0018166;49.74261965;50.94209951;29.2846939;0
95.63202712;50.43221893;51.08779052;29.69158187;0
93.59098616;50.34241422;51.52637549;29.63877176;0
91.96606725;51.59942037;51.95584365;30.37756963;0
89.01073557;52.77209717;52.24638863;31.06816368;0
90.78673283;56.56491702;51.76037451;33.30181037;0
89.00231363;58.84409206;52.27227105;34.64373796;0
88.59623113;58.54491442;51.95532341;34.46762662;0
89.73246096;57.57998094;51.95643445;33.89882335;0
98.29419265;58.41950618;51.2374933;34.39396694;0
96.79518434;60.04363847;51.64394466;35.35018691;0
95.15392792;60.95045346;51.32400907;35.88408794;0
95.38377848;61.30391331;51.91181186;36.09156016;0
100.2343489;62.09241339;51.90313618;36.55613182;0
96.30655634;63.05550796;51.37871469;37.1237014;0
97.95152053;61.99404338;51.25890489;36.49811411;0
100.4065842;60.02233937;51.88793461;35.33698513;0
106.7496256;57.94043964;56.17875881;34.11181199;0
106.0444359;59.04267858;57.94184279;34.76108758;0
106.1171287;59.16470235;58.71354497;34.83274727;0
109.8374166;60.51929011;58.92400926;35.62953981;0
115.0989883;60.99930998;58.79695658;35.91263341;0
116.4706654;61.32526719;59.8648181;36.10475242;0
118.4691162;60.29661934;64.42374821;35.4988765;0
117.8412122;60.59688842;69.37398374;35.67549812;0
128.7411458;60.68273422;74.42078602;35.72586896;0
132.3724263;58.73582186;73.2776299;34.57933436;0
132.7170925;58.27694125;71.60264503;34.30337988;0.206077837
132.9902995;59.10845882;72.01317385;34.53145136;0.928078944
135.7639419;61.5364807;75.52635028;35.27337069;1.957108746
137.6813392;62.30805411;79.31298143;34.18762278;3.028481833
139.5543583;61.90217984;81.14916689;31.80897044;3.957248867
142.5286069;62.36906068;80.33784761;29.66980176;5.138301727
139.8567297;65.84165192;78.239797;28.88498278;6.31245077
137.7308978;69.1097265;73.25216468;27.78092385;7.757720366
137.4398644;72.28980981;75.09455734;26.69797177;8.632157796
133.6768289;75.04067032;75.57778651;25.27901792;11.39682357
103.2307989;79.25610719;75.41638728;24.71350476;13.78038449
99.13970833;80.35892054;76.29179982;23.05189774;14.25340937
100.6432849;78.53890969;78.51087396;20.08187966;15.2656581
101.8455584;75.26633441;78.95537931;17.06686799;17.08070755
95.05572233;71.56825762;78.14545157;14.33512929;18.00867235
96.78583438;68.51324387;76.29097525;11.97018805;16.37010234
98.92730064;65.05992739;74.34887273;10.28872906;16.19468038
99.30284868;65.1718424;76.53836104;8.375224175;16.9562472
94.26756253;62.07174877;75.73292498;6.570256322;19.53352896
93.30759257;61.89069806;73.9086523;5.294218475;18.98477858
94.56827529;59.98939148;75.77318089;4.68885149;20.62873174
95.69614368;58.47304198;78.1053597;4.010581853;19.76331362
92.29248289;59.20314359;74.26555818;3.211249839;20.80700278
95.34034312;57.94769625;79.07750184;2.983829504;20.38122682
95.16198401;56.591515;83.26043287;2.588156039;20.09770804
93.82279683;55.43580019;81.25439446;1.923078799;19.59918895
103.1749362;54.44721461;82.27722276;1.955017859;19.75164586
104.0239749;54.07070479;81.60387539;1.929414622;18.78871674
104.664645;51.55841028;82.72739448;2.058177;16.54568931
104.4017352;50.56621872;82.80468586;2.220353099;15.81318842
104.6570856;47.90306366;82.94100649;2.479902939;13.98267136
104.8756912;46.7826337;88.39084395;2.911161446;12.42186726
105.8235111;42.8201246;93.50869282;3.116674952;11.31832783
108.6160378;38.07047452;98.46544082;3.078211657;9.892520086
126.2364918;33.96187109;104.3683073;3.582739936;7.862684516
132.0378011;28.90838911;108.4558741;4.040804931;6.259433961
136.8985348;22.92757212;114.5265314;4.077272757;3.916255004
144.5663539;17.16860342;115.2745712;4.166521791;3.133034187
156.3427014;12.58463469;118.3665189;4.462443941;2.45677221
164.6815444;9.352584755;118.2962731;4.545727831;1.690904928
170.824689;8.742767208;118.4316518;5.023926321;0.754580943
174.6409485;9.450342782;117.9502409;5.556800572;0.222792755
165.4908375;9.845985296;117.9934761;5.7949561;0
169.275404;9.423207107;118.6810893;5.545421003;0
172.7311878;9.092245615;118.711824;5.351107927;0
175.3572426;8.955990936;118.1449911;5.270584416;0
174.7193398;8.661990678;125.2221857;5.097143689;0
174.5905904;8.183033778;127.3703744;4.815128868;0
175.2407733;7.994700341;127.035049;4.704561339;0
175.3390573;8.342670839;126.7118636;4.909620171;0
175.4910568;8.530273646;126.8171472;5.019571785;0
172.1911134;8.37736825;125.9684866;4.929115548;0
172.0252846;8.718185901;119.3061778;5.126481479;0
170.8742476;8.072430123;117.4558976;4.747291576;0
166.6420498;7.803177657;113.3129065;4.589060545;0
164.3513941;8.163665464;109.8807906;4.801553115;0
161.0477997;8.485343249;110.7833407;4.991412814;0
158.2371481;8.623840919;110.6466346;5.072059696;0
147.212123;8.748532584;104.6160439;5.148877918;0
145.3863773;9.56474734;95.67141289;5.629630106;0
142.8547774;10.67773564;88.50224292;6.284567587;0
139.2795925;10.36410705;87.29083387;6.100051034;0
113.9671863;9.222105387;80.38882504;5.427443796;0
109.6136246;8.734159843;69.46351591;5.14041367;0
81.08770548;30.95197223;78.52463581;18.22073253;0
78.41366622;30.22962962;73.25466863;17.79352259;0
76.70576974;29.80114775;68.59110585;17.54471835;0
73.64541173;29.37760401;68.69531568;17.2949243;0
71.83167692;28.71500678;67.66841768;16.90504465;0
69.9790924;28.47768774;67.43484277;16.76515694;0
71.32433327;28.58058035;72.22001913;16.82606363;0
70.39849483;28.41600257;68.52315136;16.72903056;0
67.73223258;28.89772331;67.89731097;17.01244008;0
67.10178172;29.59113018;68.85267589;17.42047486;0
60.1125167;30.63326578;70.99318681;18.03477541;0
59.1704942;31.47941069;68.60509282;18.53205989;0
59.61811536;32.24608989;69.07357453;18.98406618;0
58.85705801;32.78234711;67.7378095;19.29922062;0
62.51531569;32.49567811;71.79663488;19.13108702;0
62.47164675;32.84563076;72.89826727;19.33674207;0
60.26847725;34.05546711;70.8050295;20.04923153;0
62.99292091;33.73535132;69.73994235;19.86095983;0
77.41883576;34.00143288;70.91742673;20.01761973;0
76.05140519;34.96110815;66.77200767;20.58227919;0
76.05786362;36.65909264;66.09985712;21.58226351;0
78.60141506;38.31057022;65.56495915;22.55431617;0
99.66381528;40.46101404;67.30429386;23.82065998;0
98.74608819;43.10839783;71.57057439;25.37924916;0
95.94700572;45.33101905;78.3476437;26.6879076;0
97.67905003;46.34467174;83.972271;27.28291011;0
117.8937877;47.51730465;104.9244836;27.97282835;0
122.5564537;47.73617252;108.8641758;28.10185774;0
126.6096936;48.44762219;108.9999869;28.52040307;0
132.8424126;50.13611466;109.7311893;29.51490726;0
153.5174487;51.37813661;116.7970756;30.24531826;0
163.8225896;52.43101402;121.9616703;30.86444884;0.282191942
162.0282343;54.60804077;127.8527244;32.04820577;1.049554328
157.5057021;59.98788709;130.8448984;34.57190948;2.387900186
131.3772549;65.13241308;131.321907;36.71197802;4.179691098
129.821322;69.72049186;127.6513403;37.85669254;5.858653098
129.3503935;74.69933065;127.5338985;38.62993612;9.460202318
125.2977222;79.13661221;127.8780672;38.63033573;12.8963243
102.7340256;84.66350227;121.4663352;38.87897175;16.09286881
98.84423638;89.60216675;116.9412286;39.04435954;17.50114458
99.35828383;92.93733831;117.7741918;38.71084287;19.02486131
94.3433697;97.3993771;118.1467414;38.32964891;18.61560721
89.65789886;99.27867803;118.9124317;37.60050937;20.71665384
92.97039617;101.1254489;118.6842067;36.82205714;21.85490441
94.77442912;102.4980692;109.4822788;35.68028243;21.45012566
88.39450023;102.9946984;109.2226481;34.66350518;21.06729898
67.84446969;103.6400817;110.916895;33.91539016;19.71045646
67.63213292;102.3554017;111.4076595;32.19396926;21.2063755
67.70767119;100.3519732;112.0307712;30.61980877;22.05934699
69.73333222;97.22036873;110.1494612;28.91463351;25.58094027
77.10193824;95.63539235;112.3676298;27.37098114;24.17709092
77.28575366;93.25067163;113.1429778;26.07795066;23.24375883
75.91302279;91.12817748;113.8439782;24.69395359;25.5814491
74.04130807;89.94493276;112.4640472;23.57947145;25.67594543
73.87609876;86.53160243;111.5466316;21.68389772;22.00624259
75.73319239;82.4989221;115.1165349;20.06661279;24.21301711
77.37076525;79.29833567;118.5701327;19.02488272;24.38940141
77.60763163;75.74861152;118.5508437;17.41847125;25.61246085
76.13346315;72.68124083;116.2268806;16.48636695;24.68475406
77.51462723;70.28796182;118.7086187;15.34484085;22.35346466
79.31138078;66.34920389;124.1919316;14.62338233;20.74143938
79.40175249;62.31920448;133.7012166;13.69069875;21.198324
96.15602856;58.52993388;123.1678171;13.17565653;19.480566
98.93768789;55.48897375;126.1705552;12.45071667;18.30198387
100.4957856;50.14625664;136.0990135;11.57180156;16.00418209
104.5193539;45.63749107;143.6831665;10.74152655;14.47560554
130.2021817;38.32907843;157.8804852;9.629948497;13.78409492
139.4840118;32.56742317;161.2181319;8.804779121;10.23475794
146.1490044;27.13630105;161.7333633;8.508144463;9.349778126
151.0417577;22.588719;162.3911414;8.582361121;8.310594491
163.0494097;19.81556364;168.1472966;8.96549347;5.985246381
166.6745735;19.03090961;169.231143;9.874560226;3.512983171
167.455411;18.98868747;168.9476354;10.80293156;2.251286806
170.1770344;20.12648021;169.2557135;11.8247846;1.226457143
165.3026866;21.9790599;168.5976466;12.9327217;0.332907792
167.5724843;24.43516384;168.399695;14.37953162;0
168.6397266;27.20423135;168.5593739;16.01123295;0
169.155019;30.32944169;168.9583371;17.85167136;0
168.1860814;32.77124335;167.7394363;19.28911419;0
167.4772246;34.63703165;167.3846316;20.38832355;0
168.1066566;35.38984618;167.2784379;20.83108692;0
168.5579103;35.83491261;167.0697502;21.09371528;0
165.5107011;37.02784315;168.3210945;21.7969951;0
161.5955487;39.12746242;167.4479986;23.03321614;0
157.0282917;41.05629927;167.426057;24.1657599;0
151.6466074;42.67066388;167.3222303;25.11588152;0
149.9734728;44.40209988;149.0439373;26.13593145;0
152.7836935;46.20796903;125.9559978;27.19882078;0
149.9628056;48.78056683;113.3652841;28.71397796;0
143.8800573;51.42450059;112.1696878;30.26968306;0
105.5165313;53.13375961;113.2852518;31.27911444;0
93.52533061;53.97832315;111.7279609;31.77680686;0
91.18969957;54.04668055;108.1481444;31.81716397;0
92.61294843;54.2112191;99.39051819;31.91509095;0
105.9651125;54.59948075;99.92407135;32.14354827;0
104.8084963;55.23685066;97.66129001;32.51853604;0
102.1342453;55.95912521;89.15504771;32.94365396;0
99.10185488;55.93912826;87.71111875;32.93019798;0
101.6089653;55.85287264;89.51384109;32.88282186;0
100.9479404;56.25887709;87.39374597;33.12168047;0
98.8264658;56.92172217;84.64776733;33.51219578;0
95.51279137;57.05589782;84.26225389;33.59030242;0
88.57996686;56.6643224;86.62200654;33.36018524;0
87.03636833;56.5593982;85.13930206;33.29872199;0
84.67902501;56.58198467;85.52416011;33.31165243;0
83.6833866;57.08504501;84.11948231;33.6079462;0
85.04613356;57.76769664;87.98817419;34.0100233;0
84.17561939;58.28457233;86.41005989;34.31423798;0
83.43325057;58.37905133;84.75296372;34.37006302;0
83.51654531;57.1639797;85.40145941;33.65354019;0
83.47960811;55.49377925;89.1406643;32.67124275;0
84.61714053;54.30112491;89.10096075;31.96902064;0
84.4983838;53.91236267;91.26211473;31.73982128;0
85.20594243;53.60336905;91.48435928;31.55811653;0
96.06806119;53.41227482;88.41166797;31.44565824;0
97.25795088;52.40641667;92.77386523;30.85350445;0
96.91200769;52.16873111;93.24857558;30.71332668;0
100.4757146;52.45009727;93.03985971;30.87939793;0
137.2807083;52.33650066;92.91437166;30.81249933;0
140.8576813;51.66481557;93.39789577;30.41654593;0
143.5012479;51.19442295;94.03030825;30.14010904;0
144.4869892;51.08842016;93.68208011;30.07647523;0
139.0501579;50.63100095;93.61779239;29.80711835;0
142.7985695;49.89727562;93.54846037;29.37515142;0
147.3582902;49.10528279;93.05175446;28.90920879;0
151.8480123;49.13729254;94.48533236;28.92777215;0
156.4823802;49.80828314;102.0796522;29.32237665;0
159.3641611;50.95428116;111.2700031;29.99075793;0.100843384
158.5308176;52.44483591;113.1149717;30.74799872;0.519256337
158.5014859;54.58767566;118.2540548;31.27041613;1.30289075
159.8271328;56.79466289;129.1069371;31.5803921;2.501157178
159.1794132;60.61342016;129.4606011;31.9034075;3.911397116
158.2142705;64.60724207;130.4250626;31.75029261;5.01418947
155.3419636;68.47415862;130.6537663;30.9645298;5.735449613
146.0057462;71.01298685;119.986019;29.68015776;8.453959793
144.717977;73.35522984;116.0663132;28.37519122;9.797491053
142.3107036;76.72583014;116.3362986;27.40977324;11.44526439
135.474518;78.49953439;116.7519015;26.23211421;13.74736704
99.03779033;79.75355758;117.7731794;25.15538211;13.92306722
96.71335552;80.26589406;109.8786067;24.03121498;14.32033888
95.59714694;82.74600366;106.9790092;23.40175103;14.2245182
92.40174227;84.71212562;106.8682617;22.8072287;14.98571496
80.88701344;85.72572798;107.6441702;21.99552647;16.08170514
79.13565727;85.8878891;107.484695;21.02497585;17.47515617
81.4019898;86.06876393;111.4048819;20.13781851;17.26440972
81.20347162;85.36553131;112.2689899;18.99506787;18.38676371
71.00471542;83.93125887;114.4561413;17.65449589;20.25324568
69.55432156;81.02518455;110.6364924;15.54661763;19.27612911
66.85835053;78.60548614;113.3081173;13.70675815;19.4613675
66.59988501;76.28310807;108.7467409;11.94788765;18.68905377
61.37624454;73.3026385;109.7738698;10.20703817;17.05528221
61.68735725;70.4185077;112.7917874;8.741130273;17.88724754
64.0264015;67.33564416;118.826497;7.374999612;20.2376333
65.10036547;64.54536137;124.0973179;6.299409694;18.39369471
62.05789301;60.11059269;119.2390339;5.205370772;18.75717998
62.35170689;56.53250367;133.4400312;4.335486586;17.60288478
62.35316932;54.0702661;134.8915764;3.603781624;17.63809
60.04119343;51.20449413;128.1651404;3.070483038;15.19750866
67.26304709;48.54901227;127.7726535;2.818207847;14.168842
68.67976752;45.70408633;130.0403406;2.810274561;12.43075686
72.4152684;41.91111789;130.224945;2.761995965;10.59592305
77.59549014;37.68895078;134.5914065;2.569328217;9.331881706
110.0062229;32.62733009;150.9395776;2.542737916;8.752846769
116.5613773;27.51916704;159.4778409;2.815840583;6.871362355
121.9765799;21.95339669;166.3176348;3.105057033;5.470971101
129.9909034;17.1591721;166.6780272;3.455887995;3.920909264
148.5135072;13.32288763;185.2394964;3.981735766;3.039240301
151.2275927;11.20031825;192.9526357;4.850325409;2.243411861
154.3676937;10.79548526;192.3621177;5.794611104;1.258295557
158.8781774;11.13029839;192.9343174;6.505336366;0.543669459
160.6914065;12.53129671;192.8477067;7.37086496;0.129836464
163.2190756;14.40411685;192.4266364;8.473921195;0
165.4407498;16.81918901;192.8204884;9.89796859;0
166.8478058;19.64527364;192.750867;11.56223773;0
168.5505996;21.61931034;192.0239131;12.72554156;0
168.3080685;23.18975755;193.1583955;13.65022079;0
150.5800265;22.45834343;176.4749146;13.21958518;0
147.2693313;23.84693503;176.8759423;14.03648111;0
148.285766;24.29051769;173.5161579;14.29874819;0
162.2316391;28.21959591;191.0678796;16.61154228;0
157.1703428;29.01368239;190.9231556;17.07590666;0
154.5731993;29.29874358;190.143831;17.24334676;0
155.6879761;30.25999344;175.5809095;17.80994825;0
148.9703795;31.68133454;150.6740847;18.64675127;0
149.3073795;33.86083807;139.312256;19.92962942;0
142.8221445;35.41505495;138.5777031;20.84417752;0
121.8855445;36.08109806;132.4477273;21.23915076;0
116.7767785;36.34030911;121.4891316;21.39159503;0
117.3154396;36.79789259;98.51989422;21.66152755;0
116.7497851;36.63011908;82.63997537;21.56285099;0
110.8097244;36.54674509;75.47179324;21.51420391;0
107.9067852;37.46650391;63.13398288;22.05575568;0
103.1003078;38.69076078;54.75275905;22.7760061;0
76.69411535;90.2199459;135.9770681;53.11180131;0
68.22402455;92.94877483;133.5789662;54.7233319;0
65.52211732;97.16612283;129.4460909;57.20636004;0
65.57760898;100.3742199;129.7867779;59.09523302;0
63.55237704;102.5047543;129.3195982;60.3495843;0
54.37651728;103.9025166;130.9515881;61.17255293;0
55.16145016;105.788237;121.2718651;62.28261842;0
56.22024479;107.260556;117.5909785;63.14962945;0
55.27718427;107.8928133;115.9978822;63.52196882;0
52.21523788;108.7668935;122.8885935;64.03640078;0
51.84274373;109.086337;123.558335;64.22462227;0
51.21053469;108.3843837;123.1605276;63.81138743;0
50.72429931;108.4889667;123.644407;63.87245475;0
43.31316551;108.7650328;119.9097206;64.03543304;0
43.54317332;108.4245717;119.5233483;63.83487468;0
42.23395519;109.7786167;117.1276783;64.63228451;0
43.68171204;110.4915073;119.6980127;65.05193426;0
43.50279965;109.3484164;121.8271798;64.37876395;0
44.2225274;108.9015667;122.7247787;64.11596168;0
44.67318991;109.078548;122.5916397;64.21982325;0
44.44558193;108.2219399;122.1064658;63.71563652;0
53.23712525;108.0897699;124.8373706;63.63799546;0
56.24823199;108.6474252;127.4076641;63.96615239;0
57.69046711;110.1916505;127.3405907;64.87530339;0
62.90034028;109.0521557;127.8551271;64.20406532;0
85.7463979;108.4473074;132.9891466;63.84797174;0
83.73842515;99.54840717;125.7980865;58.60870402;0
83.26897923;102.6076524;128.3726611;60.409927;0
83.09165968;104.1104851;136.4971151;61.29483317;0
87.75782812;105.0180019;135.6656511;61.82895475;0
90.42642665;105.6388662;144.3729092;62.19468442;0
94.62682218;105.629815;144.7657309;62.18418022;0.035626796
97.982255;105.6941036;145.2033526;62.08725793;0.319768715
102.0906884;103.1084085;148.3296458;59.9837482;1.086246586
106.677383;104.2820658;147.6683681;59.52764953;2.454939888
110.2464076;106.9942122;147.3537495;59.44974348;4.205622406
111.6741399;108.5433551;147.5038135;58.52737418;6.132908595
108.4342794;111.8667037;148.6166042;58.18789313;7.931382275
109.3639993;112.6088189;147.606689;56.87114901;10.01853123
109.543196;112.5542235;147.5115426;55.77499232;11.90518919
105.0730871;112.8857145;147.6235362;54.33994229;13.69939305
74.71824657;114.617478;147.9748784;53.21518844;15.17973703
71.36660918;115.4940136;147.97746;52.34109236;17.16061369
72.84805936;114.2852038;148.0730662;51.57281191;18.088484
74.10358394;112.2681351;148.1695928;50.7521439;19.06625533
69.57261161;110.4809951;142.651702;50.6975526;20.65829523
66.68991526;113.1109355;141.7792018;51.70372021;21.64024377
66.47067655;113.5300088;142.7279386;51.75913273;23.06614329
65.14724288;114.6203389;142.8471146;51.19061676;24.39787394
63.11301762;115.3389402;141.3616262;50.82535167;25.94765537
66.37988859;111.4848472;140.5689333;49.70445333;26.62838555
63.81888619;109.7675912;140.9626743;48.36723575;27.40769634
61.97683503;111.6468288;140.3507486;48.12416665;27.80426841
66.90161629;110.8767051;138.7358697;48.8912093;27.82833711
68.1987388;110.8244855;136.8338236;48.29059247;27.91122396
70.64524368;108.080705;138.0044624;47.34428671;28.00608044
68.94721681;107.3442794;136.6860452;47.65331183;27.23332285
72.40746991;107.8950998;144.5067136;48.3766848;25.97681418
73.81041118;105.1208448;147.6429018;47.83076528;25.27360053
74.53872011;103.0190233;148.6619132;46.81421659;23.79572117
76.8229197;98.45250972;150.1914281;45.65030062;23.06426511
88.86010152;98.28943265;158.8605497;46.58658202;21.65884119
87.40483302;98.72818384;169.3796091;48.12790221;19.11459399
85.9133132;98.76585184;178.4516275;49.99396504;18.05477242
85.61251371;99.09983367;187.224639;52.18533707;15.42666969
99.82210336;87.8155735;168.8482546;47.6211829;13.59495781
104.8353133;88.15350784;169.6160478;48.83865466;11.60586513
107.0421611;87.11608007;170.1680425;49.36543833;9.142153157
106.5312471;88.20341293;170.8627152;50.89635157;6.278851795
105.7261722;89.95194552;171.8054665;52.49595138;4.161428497
105.5800072;91.99360468;171.9168462;54.03077147;2.0767595
106.8546636;95.2717756;171.7342998;56.08445249;0.849181922
108.0533393;97.59876578;171.9877314;57.45907421;0.140030146
109.217512;99.61665187;171.7941293;58.64704114;0
108.0496056;103.2181609;171.908414;60.76725669;0
107.5858273;105.6925816;172.1838098;62.22438707;0
103.775624;108.8609547;172.2119946;64.08982438;0
93.42360075;108.646671;172.3172503;63.96367994;0
94.38743029;108.2793854;171.6666557;63.74738532;0
93.20910279;109.0956158;171.8274763;64.22814447;0
92.82958838;108.8025255;171.6563971;64.05549738;0
84.45709087;107.6677222;172.4998072;63.3873669;0
82.21885342;108.2448455;171.5193489;63.7275425;0
78.30105915;109.1502047;170.9849927;64.25967194;0
79.84834319;109.3470427;171.0594094;64.37530193;0
102.7261782;109.8136556;171.1946921;64.65020809;0
102.3071188;110.2630323;171.1348059;64.91445079;0
98.92473542;110.4803148;170.6877591;65.04305629;0
97.95208947;110.9995796;161.629746;65.34782583;0
96.55548449;110.4402236;152.3612703;65.02040059;0
95.09683993;109.6574902;141.1738752;64.55910973;0
106.0682785;122.5185946;147.1271182;72.13109122;0
102.2070018;123.414327;140.8268019;72.65969632;0
79.16566573;123.9887063;128.9267309;72.99759637;0
76.26584605;125.33091;113.8266029;73.78798653;0
73.20279811;126.7243021;104.9659283;74.60796183;0
71.49406357;127.7719173;97.34466971;75.22401838;0
77.70866511;126.4094507;88.69206659;74.42337037;0
89.26749847;139.0177933;82.80382238;81.84679914;0
93.40884682;138.1199486;66.2609711;81.31810425;0
88.34329502;137.396669;63.23027242;80.89221764;0
76.29924933;136.565548;69.20397508;80.40313591;0
73.99104867;135.6840579;71.06597048;79.88391493;0
70.55129468;136.7548865;68.08816355;80.51470985;0
67.9514335;139.027596;66.79309216;81.85254886;0
60.72706889;139.2272902;62.92299006;81.97035506;0
58.93674143;138.5176251;61.8693511;81.55240145;0
59.14240627;138.9765402;61.70876316;81.82276849;0
56.99607893;141.6452912;61.41657755;83.39345081;0
49.39877597;141.6375076;61.7701008;83.38922796;0
50.95189933;139.7813096;62.52395728;82.29643479;0
52.31608945;136.4881541;61.98994371;80.35723044;0
52.85815563;135.7431375;61.75540569;79.91909457;0
49.37110653;135.5309464;61.49840197;79.79426373;0
48.68544806;135.7747134;61.64202759;79.93724555;0
49.01494692;136.7159146;61.68668616;80.49181053;0
49.35501697;137.5736722;61.65625661;80.9966502;0
56.34340836;137.9029512;60.56789966;81.19052578;0
61.22917348;136.511644;60.88893509;80.37162071;0
60.90923558;134.7371194;61.29626608;79.32671743;0
61.17744488;135.4594842;61.27069871;79.75158534;0
82.27585245;135.4860469;67.27327733;79.76747724;0
